aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.08781316910923684,13.904532922773091,0.046560492672289455,0.604511511277513,0.021093415445381576,0.06656049267228945,0.026560492672289458,0.6387473235630526,0.6803185219831316,0.0712526764369474,0.0016560492672289453,0.14421868308907632,9.77113623843654,0.07328024633614473,0.0047813169109236844,0.772165419395184,0.09093415445381577,0.06109341544538158,0.03328024633614472,0.018906584554618425,1.0
1.9581330716245475,22.475863413717963,0.02428086371311373,1.3435849691676625,0.0051938904468263455,0.6025965600988034,0.6772974013850297,1.2398472611706586,0.5599406617970074,0.2216801271227551,0.2216801271227551,0.07421383436107792,11.644077248079043,1.4964276687221558,0.007806109553173655,18.63910499155749,1.4151123574610762,0.07178616563892208,0.04178616563892208,0.05387780893652691,1.0
1.6772986375503718,3.2465501863374766,0.028101610899597024,2.345910779397241,0.014839272606362731,2.9812317210920027,0.1679677820080595,1.0016852534536578,0.5055613384096714,0.3016579923854929,0.00324064435983881,0.08658562572609113,8.441338288915375,1.2201065678233727,0.005189838910040298,15.977809548453875,6.059543991189058,0.08430483269879108,0.14620322179919404,0.08,1.0
0.06140653273289705,4.46215979217609,0.08281306546579409,0.4834482438500876,0.07289020090065443,0.12585753723616924,0.027109799099345563,0.09,0.7292286456513966,0.0,0.003578040180130888,0.10933711084152271,4.984142462763831,0.6456261309315882,0.0028593467267102957,10.64173316937775,0.5040653273289704,0.041406532732897045,0.04562613093158817,0.03,1.0
2.904806705177811,4.157862777963384,0.020005602748469253,2.802675085889664,0.014762145564917988,2.335098048098212,0.7299607807607154,1.6673809415950283,1.1979266219416647,0.40256863366874834,0.19485743270189781,0.08998543285397996,2.729697451582661,1.7074705855705365,0.008749859931288267,20.724924362895663,1.490134465963262,0.06499159587729612,0.3225294144294636,0.054997198625765374,1.0
3.7004368744345495,18.87869492808035,0.01913041466889856,2.238698629003013,0.008913041466889855,6.4273889309300305,0.358260366722464,0.7021746572507533,1.1582585162611316,0.4191313398995648,0.07856687274964858,0.10900009252306661,18.73434515096351,1.671739170662203,0.0005217511986608638,3.5187046430023434,2.313045630427854,0.07913041466889856,0.4504345613578842,0.022608755993304322,1.0
1.3725118234066418,22.92748817659336,0.021442459274444124,2.1750893326500145,0.0041442459274444125,6.3351379401105685,0.5459642669399942,1.1883302679649728,1.3899513925394456,0.5377955858988739,0.5377955858988739,0.1147358118753884,7.8625446663250065,1.5014910667349985,0.007572122963722207,25.717423804590613,0.7601458223816633,0.06144245927444413,0.2787033631072192,0.021442459274444124,1.0
1.503781011416161,19.44668380584098,0.02,2.1661673136170645,0.00959780628311483,6.42010334993355,0.4458161297980611,1.592376018696315,1.2455106501823967,0.6697727331237235,0.6697727331237235,0.09858780882694243,18.040227266876276,1.325196287640595,0.008734503946063343,20.964700362425855,3.597644548312861,0.050847109033742774,0.17061984215746628,0.04276859397750482,1.0
2.3624047699396034,2.686806889415357,0.05,3.0023501158738566,0.044026716572018586,4.028684994938049,0.3108645246933564,1.3873120238496979,1.2437595230060396,0.5190228552144951,0.23458512746124222,0.15448675059056088,1.18329082461553,1.3489284531442622,0.006849619079758414,15.977809548453875,7.53280059624245,0.08268797615030198,0.4692480953987921,0.03612785690181189,1.0
1.5809909607122408,2.572121988079233,0.03801355423102594,3.678894579247712,0.0035959337306922176,1.9518042145737973,0.6356204815312736,1.4374036138348587,0.9666370488582193,0.22595933730692216,0.007198644576897406,0.06125286150100118,11.982617468435354,1.5758237949966627,0.005198644576897406,15.977809548453875,3.0680346365012383,0.07198644576897406,0.20568825268640334,0.03198644576897406,1.0
1.3638738776888946,25.640205630144887,0.01246857027595733,2.2521713248361594,0.0019874281103829314,1.7532910908554973,0.5205028755846828,1.2570743617868163,1.0349371405519148,0.09874281103829317,0.0017279991931701305,0.056212551718870324,11.666388255612308,1.5958970840738238,0.005259428917212801,5.987908586412554,1.6638855817350926,0.05753142972404267,0.24430854607106123,0.06246857027595733,1.0
0.20676985392212438,22.390883842494404,0.016128308987020726,1.0420233621826038,0.0032256617974041456,0.7797667442085625,0.37743382025958544,0.8444683931433681,0.6914490814545726,0.5072678286752201,0.4098277157815906,0.04383849269610622,14.117402357089365,1.76579632581829,0.005387169101297927,0.993252567480233,2.5344817727778626,0.05612830898702073,0.06225661797404146,0.016935845506489636,1.0
2.9637255783195346,21.3260448073663,0.02665401360259565,3.146995646332513,0.025330450315427654,7.032700680129783,0.5575289341843812,0.24870752830387105,1.0424923750295283,0.48528562352204063,0.43101194550592964,0.1160037959192213,8.003577459872453,1.4423192290467668,0.001889732426493623,11.133459863974045,1.7746764172857463,0.023345986397404348,0.1854754194831058,0.033308027205191305,1.0
0.05939958147319164,10.551097064730902,0.008240167410723346,0.6149690401790606,0.056480334821446695,0.09652175781259513,0.037639748883914984,0.10291924665174496,0.8863974888391498,0.0,0.0,0.054964811942008224,10.805776573661612,0.6824845200895303,0.005115941406246829,6.256853141741782,3.0471012499989856,0.005879916294638327,0.028240167410723348,0.02472050223217003,1.0
3.696980677391812,16.525055791132974,0.004838497725176751,1.5747595349250245,0.006705998988967444,3.1935659579533464,0.5079300960480928,1.2818852300099064,0.21192488625883749,0.05735002527581389,0.0040145017693069725,0.09069546284455358,13.453045371554463,1.4641001516548833,0.007294001011032555,26.278114769990093,5.459360444854324,0.06426499747241861,0.20147000505516277,0.04705998988967445,1.0
0.07230841559641671,5.986177714681752,0.0776915844035833,0.8476915844035833,0.016154207798208354,0.3361730133050428,0.02769158440358329,0.21847202614804231,1.0199811944931656,0.0,0.0036154207798208353,0.09376915844035832,1.659985895869874,0.23769628578029192,0.0028462623394625063,0.5384438178877906,0.9092007527487066,0.022308415596416706,0.05692524678925012,0.057691584403583296,1.0
4.239634555047589,1.9296628414980197,0.05568195834236491,2.919508405472245,0.043698237467198114,3.894402901008927,0.2995779821467279,1.5939243102547935,0.8356819583423649,0.6745290505842712,0.6711029037085938,0.059,4.986623857173822,1.2832064241235932,0.005755275223165902,15.997566216522532,3.85829892481329,0.05755275223165902,0.2236850148777268,0.048368501487772685,1.0
1.7772877626419528,19.346032472317,0.02,2.8809564726168837,0.04033726521481812,0.0561451765940712,0.384884705176736,1.004389411852908,0.7639460229755127,0.8643501167297568,0.8302004925141326,0.10791614127525695,4.6403877701391325,1.9377096468118575,0.00582442352588368,22.22885741395212,2.3501230664618324,0.0291221176294184,0.08897011822919279,0.0482442352588368,1.0
3.796311933913585,26.360111165754084,0.021718294603576584,2.8647048050640898,0.005171829460357658,4.255546671815172,0.3742255809463513,0.9232379873397756,1.0070426349105854,0.35360604570343224,0.007343658920715317,0.18345353485678106,14.138954115651227,1.8442547263174498,0.0035154883810729755,5.797212091406864,2.7997722527615236,0.04312682158569366,0.40140852698211704,0.0596902323785405,1.0
2.109995676626514,27.3304849488634,0.03072309992161379,2.3823013454144064,0.004072309992161379,5.535431896159076,0.34060402439250687,1.059629803292221,0.5883113257250725,0.6380731746668586,0.6380731746668586,0.16378307002351586,17.538549476783288,1.3027690007838622,0.004036154996080689,5.05567004721729,4.177583902429973,0.034819225019596556,0.3261463493337172,0.025542324941210344,1.0
0.6091780311183761,6.4928538191957035,0.001,2.658641277112405,0.008,4.532058456822511,0.37436138353843845,1.1485190421656966,0.27115499797641474,0.006419840360949407,0.0012839680721898814,0.12461275562483948,12.386630634509032,1.1878600532130168,0.002,34.87226925097059,0.12057749898820737,0.07427989357396628,0.05427989357396627,0.027119574295865083,1.0
1.6882403666358967,7.437284587582888,0.017167155965074225,0.9218416514062618,0.03183791883367011,3.682463302619433,0.4686979817647505,1.323032293694899,0.6213104074096386,0.554504403685668,0.4159783303777977,0.049668623860296905,9.679542384871148,1.4943343119301484,0.004,14.990311956060133,1.2980763305515794,0.027167155965074227,0.05815834859373814,0.057167155965074226,1.0
0.5082721674705049,16.00649740951506,0.02799061491481018,2.4256683936566263,0.0044003128361729945,2.314096979213628,0.2781783166186066,1.4556527518479765,0.7197028056356557,0.24819395842725633,0.24819395842725633,0.14138154266579336,7.587662136933166,1.4138310684665831,0.002199374327654012,21.66278306728705,3.906372275045863,0.061978101467890415,0.22409697921362814,0.02802189853210959,1.0
4.380897566675537,11.251521302375089,0.048118661240103805,1.0178600450136353,0.0013762677519792404,5.545005065830621,0.6379158209234252,0.8915770782848785,0.9216937131927342,0.6296957395249823,0.5851080109154423,0.09712728178098609,1.6940973674938427,1.2346602441953292,0.003128803255937721,7.270664296859826,3.5040973674938427,0.048118661240103805,0.25049188604217976,0.07,1.0
4.724474407777597,18.783958446626563,0.02,1.5945937669939847,0.001110897087302881,2.5746746019248907,0.8184751650495853,0.5040392815574701,0.9272083106746873,0.14277242718257205,0.0059722757281742795,0.07338621359128601,1.5801578835018695,1.2787331456251019,0.01,28.215941456299788,7.30098961165664,0.0598613786408714,0.4204158640773858,0.0602772427182572,1.0
2.3734036674271577,4.637676986523044,0.05,1.3716150673847818,0.018683593406772114,5.062819957287658,0.19076710729825236,0.7247702629065882,1.2694813646070986,0.833776375285184,0.833776375285184,0.08347702629065883,10.75387891965566,1.518941037631998,0.0026493788202366225,15.977809548453875,7.406909879224791,0.07948136460709868,0.30182606966625425,0.05948136460709867,1.0
2.8371528368289507,5.388674081375589,0.01370865408977302,1.984508123322998,0.044026716572018586,4.086563297190835,0.465760622273319,1.0577459383385008,0.602117907927623,0.5811270308307495,0.5029818921563513,0.1127149274957516,12.753771744336703,1.3924493875837258,0.005331123468959315,15.977809548453875,4.052909897230835,0.023178642827152027,0.3998674081375589,0.04655617344796573,1.0
0.25959962137560255,0.7697983670534956,0.2875832919105573,0.8118118092499291,0.03282419830235171,2.676575127178035,0.5280537687857345,0.36007009825077985,1.1043600520350967,0.07416130635720362,0.006389246242853092,0.062422851733937176,7.857185800554771,1.4176505028927255,0.004409409537503545,15.739962231135788,1.649663945089159,0.034026884392867274,0.05610753757146908,0.027986557803566365,1.0
0.020672470609396868,8.5254428214979,0.07731011756241253,1.4069618809986004,0.022689882437587475,0.2505854114684438,0.046637646953015664,1.137958585653582,1.0431882347650783,0.0,0.007932752939060313,0.1060261177422859,4.604320003597468,0.43765835412622467,0.007067247060939687,0.7137105896107965,3.204983523274908,0.011344941218793737,0.0620174118281906,0.06663764695301566,1.0
2.4798621510507104,9.498457896558701,0.0302013784894929,3.4246952347985395,0.0030201378489492898,0.5675942479949689,0.0802013784894929,0.18738747457103416,0.4026868448380526,0.0,0.0,0.037684686864275854,17.210270302964137,1.2200689244746448,0.004959724302101421,22.16544261415075,4.016231943305397,0.020402756978985796,0.41,0.059194486042028406,1.0
1.5153134242850665,4.035394607117885,0.036924325889735675,0.9206268485701329,0.0034613511165396487,5.704451145499759,0.21384053349618945,0.7977297766920703,0.6038486517794713,0.008462162944867839,0.0008462162944867838,0.122689997103989,12.642807770761962,1.2407161496862338,0.0036924325889735677,3.7823919975571583,2.16087039706859,0.023075674110264323,0.2584783995114316,0.05077297766920703,1.0
4.651618145818232,23.92602995775865,0.02,1.880555181063027,0.0013414861178320209,2.922473760282992,0.3352868988426421,0.9522012518146457,1.322925694108399,0.9574788423461592,0.9574788423461592,0.09123612047342432,1.483574814097918,1.127074305891601,0.002796800941608049,15.527803303766516,4.688523190479107,0.04569143529720035,0.19178740704895886,0.01227657411888014,1.0
0.11711852681553292,17.388118467863062,0.057903700646908925,2.3067628874164634,0.07433521056171567,4.039140931135387,0.5441481437812985,0.4193037360183914,0.4189654325557914,0.7379481555717926,0.7379481555717926,0.05052000471619766,7.167103511999002,1.5953703594532462,0.01,30.376681484974963,0.2532740601001551,0.01375555686561046,0.18545926930301354,0.020829628756259693,1.0
2.252393276373288,3.952058774143934,0.028664941307739715,2.7181777711788646,0.0054354093610665365,2.5731491084804294,0.5448789450240703,1.240957310549315,1.1574625705814088,0.2612456166399219,0.2612456166399219,0.10361707578027396,8.345594145621526,1.2950230980693738,0.005645906389334635,37.63813157504012,4.5551783803728,0.037416374442661465,0.1588523402666341,0.033875438336007806,1.0
0.9058959299685012,1.9641190426062032,0.0135975168707398,2.755131642750362,0.044026716572018586,5.542778890797127,0.47837721425012075,1.4296724483350833,0.8321687051914071,0.48240204554272276,0.3113410269821507,0.1272496256856324,7.7719653099895005,1.5801091838883057,0.0056739455925537054,15.977809548453875,5.401061893733647,0.08315136018615737,0.17065510332983347,0.01684863981384263,1.0
0.10172134141556714,4.217213414155671,0.25767331157347306,2.9851572239123216,0.047855595710198984,7.905346623146946,0.212975985078953,0.0753026735054799,0.7689787052127048,0.6303719981348691,0.6303719981348691,0.15720933395504363,17.02902265485417,1.7847412761359864,0.0016790666044956375,14.634745134046252,0.7065573171688657,0.027162664179825494,0.03962800186513088,0.0032093339550436266,1.0
1.3337881912170129,15.022833051489549,0.04726961613266033,3.6177132725969714,0.006931740403316508,7.675153383150683,0.6556312621557303,1.6738224137577493,0.6377132725969715,0.0,0.0,0.11774743330944476,2.8222861091203972,1.6697610604974762,0.002273038386733967,18.55453923226532,3.839931554918527,0.04795221209949525,0.40317404033165083,0.04136519193366983,1.0
0.3921354078118313,1.3422269252894812,0.02,1.993111594240097,0.004990848252235009,4.016979923237552,0.15030505825883303,1.4268273941081366,0.6802440466070665,0.4191763427011508,0.00499694941741167,0.10792068485270341,16.604691986296306,1.58,0.0010274552432949727,36.055161395464,2.6006711281694326,0.039938988348233395,0.2007626456470826,0.01,1.0
2.7705858531339214,15.378294550411683,0.025596850781381193,1.3442850535204136,0.044026716572018586,1.0191779554696683,0.27197638086035897,0.9977700578054155,0.5714866281297231,0.8652645589816854,0.8652645589816854,0.14060866035120173,10.20317008242312,1.076007873046547,0.006041102226516582,15.977809548453875,2.635540115610831,0.047201574609309405,0.3252645589816855,0.0027984253906905973,1.0
4.024385187154574,28.430563613263278,0.028616636276154524,2.8821700096230023,0.004574442418410302,4.571431617112479,0.2940446065271759,1.8954279702510213,1.254677514393339,0.0,0.0,0.09998824520084812,1.660690139121891,1.2750994529707815,0.006148884836820603,22.10988245200848,4.515229064309459,0.07138336372384547,0.034255575815896985,0.021488848368206033,1.0
0.7446685138052724,18.14639257206883,0.021202475977056566,1.2879576489793085,0.0042404951954113125,3.532732040336309,0.28114057655064245,1.486967258156683,0.4622811531012849,0.03847923126581004,0.00024049519541131286,0.11333598302255132,9.137285550913816,1.3867108648259636,0.002,37.182069067946856,2.233297930799099,0.035190096091773745,0.3148099039082263,0.011202475977056564,1.0
3.132493073469563,24.111320810344377,0.04901558170918477,2.7575957398853514,0.007901558170918477,3.886997229387825,0.566398718890299,0.9027726799107335,1.0663739610204346,0.7194830329847278,0.7131335350089696,0.08657506926530438,6.064946849323941,1.3191713988010325,0.00870467451275543,16.02320060585973,1.81100917616068,0.04852337256377715,0.4022804707653258,0.010492209145407615,1.0
3.309837956505262,14.879825015790276,0.04,2.4790001688728727,0.007306757441376511,1.855107747541704,0.12689191471255037,1.5401896136534372,0.22533787206882558,0.0,0.0,0.09450137850793495,2.8872030609870407,1.669837956505262,0.007075676588502016,35.65548697484858,3.0434468017206395,0.057689191471255036,0.4083649356089062,0.05155404264372481,1.0
2.5909282918796066,29.23537257219129,0.012052285650725705,2.9868237205781556,0.00479477143492743,6.8130392880977855,0.4048692858731857,0.2018495679645509,0.7500195701891512,0.7538040026695204,0.7538040026695204,0.10771438593992376,8.422477291212227,1.7102418580644774,0.00420522856507257,16.340784284760883,2.216156856952177,0.0779477143492743,0.19513071412681426,0.008973857174637149,1.0
2.0697606069508065,15.545756700067717,0.01743808485560645,1.1220665939892451,0.03454078597871638,1.1823912964070904,0.36578150265285814,1.4076004360645291,0.5493340601075485,0.9748761697112128,0.9748761697112128,0.14652091396574388,10.378010447851025,1.318010447851026,0.007231425456681935,15.977809548453875,2.968436994694284,0.04231425456681935,0.36570446081258706,0.0051238302887870995,1.0
2.89083518479858,0.20032552981087423,0.027793489403782515,3.3722492311390067,0.0041173957615130066,1.3101841251768316,0.2776520847697399,1.4116541350657228,0.6957283834416077,0.046336722520567176,0.00022065105962174847,0.08822065105962175,9.361456766883215,1.3193916609210405,0.007896744701891258,39.14610987680095,6.876971547610879,0.032206510596217486,0.33558697880756505,0.028826042384869938,1.0
0.021050023451219778,26.295793125611272,0.03585624120579258,0.87845652262043,0.08138125293140247,0.03447498827439011,0.041381252931402476,0.11558134673628159,0.12392519933536811,0.0,0.004552501172560989,0.05044186532637184,4.931318137336883,0.25735016415853845,0.001243127638262225,6.907012154094509,0.8484497420365824,0.09,0.08276250586280495,0.04585624120579258,1.0
1.7739968680232407,15.548851548894511,0.038453294541185006,3.048453294541185,0.020102606538836776,1.8166309430118017,0.4954977066588392,0.655604877623434,0.0942266472705925,0.814640116376445,0.814640116376445,0.1573583398917388,11.052863631670277,1.9419601745646675,0.0022679941811777505,31.113200581882225,3.1491576244701327,0.025773352729407496,0.3720979975999516,0.04718223515293833,1.0
2.3200466073528694,25.265163708326956,0.05,0.4600081562867522,0.0069998834816178265,1.7250168951654152,0.2999860177941392,1.6600116518382173,1.255021555900702,0.09498893075369352,0.0,0.13250343729227412,3.375153221672558,1.6799976696323564,0.008500058259191087,23.629895133456046,3.2450425292094933,0.040001165183821734,0.23997436595592186,0.025002912959554337,1.0
2.7330374740777676,9.725386795237405,0.013251067969458453,2.062297085802894,0.00834978640610831,2.6436165038176935,0.41847650467191405,0.9987233007635388,0.925429514015742,0.7539487374659943,0.6151281351701184,0.13142382523359572,4.153606987239289,1.8462553398472923,0.005024679609162464,44.93889417587689,0.7404603899833151,0.039753203908375355,0.2425106796945845,0.05024679609162464,1.0
1.363729858454585,28.35693858754101,0.03,2.8642873590161777,0.005717199152225089,4.1001450140047835,0.1882211581265184,0.982624067821993,1.2524201271662367,0.0,0.0,0.1344636313676717,11.628427401404924,1.3058599576112544,0.007282800847774911,13.583353743091207,6.91034895466054,0.06717199152225088,0.1841105790632592,0.03282800847774911,1.0
0.3079318989966524,0.7637060631516825,0.2749925305134771,0.8061256589415703,0.033393898436360606,2.6335228462718896,0.5296783831595514,0.42261775164272675,1.0548093136336842,0.07903514947865403,0.006064323368089732,0.06311331284280931,7.953444202203417,1.4070905094629163,0.004693717052921485,15.75205787296274,1.639510105252804,0.03483919157977567,0.05935676631910269,0.027580404210112163,1.0
0.019599778201516063,24.630402994279535,0.05800027724810493,0.8104016080390086,0.017600055449620986,0.19919817016250752,0.050400221798483934,0.6660047132177838,0.47679268065003,0.0,0.0022800166348862956,0.04012006653954518,7.723981424376969,0.7035978374647816,0.0063200388147346895,1.518000277248105,0.638796562123499,0.03679961185265311,0.09239994455037902,0.05719983365113705,1.0
1.1453215216992243,12.21,0.542456869040348,0.7225666569376441,0.104992158007336,5.694992158007336,0.8,0.036874019750916996,0.93,0.62,0.62,0.01631730322050671,19.703110296263755,1.923125980249083,0.001,31.553110296263757,4.21,0.06,0.07,0.02,1.0
4.2987832353392035,12.156866112153882,0.03589317366989717,3.4044392800781234,0.004642730532041131,3.3060594005439072,0.489097963572982,0.6373116162331877,1.1121719776305397,0.14143616807753212,0.0017679521009691516,0.02123204789903085,3.4196675462519797,1.579465868349486,0.007589317366989717,5.202539882407043,4.6218572493967605,0.03589317366989717,0.10053413165051414,0.06589317366989718,1.0
0.23130266633299282,13.775011958010086,0.026290708322906028,1.3856553191698586,0.06406353891530474,0.1175854026491743,0.11500398600336227,0.12564734716313414,1.41,0.0,0.0031612388902791965,0.05,7.85,0.4566243469128788,0.003,0.3856553191698587,0.2822637220692884,0.03,0.11096902774302009,0.04,1.0
1.073592716326033,2.0528895470257202,0.02,2.986092243789362,0.0020703169300312872,3.053204586910325,0.24765610233229043,0.41437653574417954,0.7581248818658324,0.1563285237028158,0.004023438976677096,0.08260941339360449,14.910783819418146,1.58,0.009789049209906139,40.893508285914834,2.8148434251310386,0.020468779533541915,0.4441402558307261,0.01,1.0
2.1969445300633423,21.74,0.401895768064743,3.8936807731175236,0.08810423193525704,6.243543974229416,0.23,0.76,1.16,0.2799739641238548,0.2799739641238548,0.049,17.22846255684729,1.9442019327938087,0.006,8.68,4.29,0.07,0.08,0.0,1.0
1.742833546480773,10.430253349343792,0.04065456119284484,3.7572719403577577,0.001327280596422422,5.623817552286207,0.6487626448507746,1.5625084299005165,0.2551647223062943,0.033382620835087085,0.033382620835087085,0.023461997598431233,4.803196710695428,1.4688724597216376,0.0015891050735603596,39.3080786920882,7.295303928746891,0.037381755228620625,0.37578123586474077,0.01,1.0
1.121823135042109,23.284674091931144,0.01,2.78753915772185,0.002696614456370867,4.276875182825952,0.512812530470992,1.5098696367724576,0.5865234946331099,0.19720060335893658,0.19720060335893658,0.11950520477838428,3.4519919246876944,1.7488802413435747,0.0023033855436291333,35.896327462255925,1.907330966586479,0.031236988054039322,0.17247397610807866,0.06393228912741734,1.0
1.652876371643624,4.081155630075008,0.08053527218043544,3.395267636090218,0.010452727175077756,4.143046543071897,0.7036618195489115,0.9400800042965786,1.1177338234158323,0.06325163523090196,0.0004362181740062206,0.13388894534908397,9.650870533619424,1.3929214552094713,0.008255127303975117,38.3876989026851,2.1702000107414468,0.030905454350155515,0.05,0.04909454564984449,1.0
2.613078854028606,0.9811553768349945,0.02531717287769484,2.749525406294566,0.003404848136691548,6.551454441007464,0.34151109834535676,0.16126869151077936,0.8046363897481339,0.5973697422300988,0.5973697422300988,0.17189272779496267,6.722398070899045,1.8440484813669156,0.004297575931654226,52.32724620759059,2.917921433200867,0.06531717287769484,0.03234141356115258,0.06,1.0
0.05458278259332708,3.0700132177601502,0.03691655651866542,0.48591259119062036,0.029250330444003755,0.20524768689197373,0.08,0.08383311303733083,0.6585006608880075,0.003083443481334585,0.0048415895630657905,0.09376530083145115,4.962444974702988,0.8451629216346241,0.004616688696266917,0.11466754785067668,3.056166886962669,0.06,0.04,0.05233377392533834,1.0
4.6472511180213445,18.536942810601385,0.009690750777401204,3.527462934985577,0.007759472826867603,5.436589782327663,0.1379030356886359,1.0678324300338917,0.10202635865661985,0.8014803494714443,0.8014803494714443,0.14742645342774724,17.394925869971154,1.679348082332708,0.005862555901067202,7.502758300005045,3.3126782763239118,0.06931277950533601,0.35377971272065195,0.04828194876334002,1.0
1.677722825707632,9.442842114692095,0.012522448613980004,0.6486530831611999,0.006245112647255791,2.2660064625788734,0.6134178260566105,0.9718646441432528,0.9028421146920946,0.1416799209982736,0.0031484426888505244,0.030529324116465258,7.407802351697273,1.4673533794176739,0.006,35.192208419267516,5.587722825707632,0.029677766805315774,0.13638667983362107,0.02,1.0
0.020457385887180584,24.4384353839692,0.06607848029230728,0.8826143464717952,0.021307173235897574,0.13307173235897574,0.058692826764102424,0.8843789055948733,0.17437890559487332,0.0,0.0032614346471795145,0.03894776296871752,7.22195701749234,0.5812421888102534,0.007477130705640971,1.5182354408769219,0.5357510632564151,0.026535866179487867,0.07954261411281942,0.053921519707692725,1.0
0.043282911407559396,11.049787339832399,0.0632829114075594,1.5011037961347735,0.04641455703779696,0.21131645630237572,0.046263291260475146,0.056414557037796964,0.4602126601676023,0.0,0.0013434177184881216,0.07094398725842334,6.350527210022246,0.4231765813237583,0.0019697468445356355,0.29211772088250554,0.08060506310928729,0.04686835436976243,0.03343417718488122,0.03358544296220304,1.0
0.04,5.5063280815657425,0.08270690199522794,0.2496205481240736,0.06187929401431619,0.09932776584252198,0.01624141197136763,0.20098298180434543,0.8003107476468675,0.0,0.007375858802863237,0.03738452576230071,2.4837585880286324,0.3624828239427353,0.0017293098004772063,4.228413488267235,1.5768988379957345,0.039172392019088245,0.018120705985683817,0.07729309800477206,1.0
1.8487530286729408,0.38020578137506533,0.034249394265411855,2.488825716823518,0.005025424014211703,4.9149274802343275,0.45073849104282526,1.3947094157825943,0.8904600215171823,0.48353513260611247,0.42064409747801706,0.1716259086018822,14.67788110763582,1.545544824359523,0.00715012114691763,36.66242125450354,3.736513326160939,0.07699757706164742,0.29600484587670517,0.057251817203764446,1.0
0.5129311859621378,9.240250920904467,0.03379546320599811,0.4622950186314284,0.04152046638153076,0.8443860085540773,0.02895450503867548,0.7495678613780699,0.30759092641199626,0.0,0.0015863642137332076,0.11661817258026867,3.7439551401452036,0.8909770619873792,0.0012409073588003777,11.575273096789253,3.2146825514411734,0.007931821068666037,0.1327271572533585,0.015863642137332074,1.0
0.05026735650016132,27.97611398541734,0.02486632174991934,0.375401034750242,0.02982176233322579,0.09531191591685487,0.0799108811666129,0.27213885200129057,0.7290735975797573,0.0,0.0069910881166612895,0.09135295392491127,6.51015954700613,0.8041533710828225,0.0019910881166612894,1.967896362085081,1.96338651566871,0.04017823766677421,0.004955440583306447,0.044688084083145126,1.0
0.5214065022193854,23.15878102634309,0.05185328155983906,3.9054605603816386,0.04227744023231162,7.744826252478713,0.15,0.96,1.41,0.6809321607965619,0.99,0.13,11.707848865546525,1.3861941525824433,0.001,38.08594594183775,4.74,0.01,0.03,0.03,1.0
0.12,13.030735734080043,0.40642142197331904,1.9505621999217422,0.07742161703549724,3.578392693884888,0.6632107109866595,0.09984531394333646,0.8487813596483291,0.4361893928883237,0.3571080851774862,0.04844878462650249,18.89506694366662,1.7917600415499932,0.0039922656971668235,32.20272780471503,4.338239958450006,0.06,0.06145066943666622,0.02,1.0
3.8338606563479605,9.657739071207766,0.43711338699495256,1.8977568297196126,0.03709562848310672,2.3788374241336006,0.43033060061825296,0.2745396160963122,0.77781010525515,0.0,0.005161748606757312,0.08863989102229092,8.917248643982902,1.838695356038834,0.006354781424155336,38.37553141795107,2.965637969022146,0.06,0.06806967182601975,0.02,1.0
2.009042948538167,25.70954480666755,0.015095705146183311,1.2534325312872094,0.014198217281042789,3.5496428873660464,0.3954190069585909,0.7695576606429412,0.6570098080698495,0.12484477608149108,0.0007643557719274963,0.13222840695330096,3.1958613463156498,1.5208251599417921,0.007490429485381669,14.414490945588446,6.956158940177278,0.02509570514618331,0.37063374964942547,0.0650957051461833,1.0
2.3360265938393336,28.52488543273812,0.12146785163264469,1.6148736283417875,0.029364671562923567,1.5232682959948864,0.5292431607313016,0.7687671850892821,0.635022913452376,0.28407686436650303,0.005606651854591941,0.1562511456726188,15.239191431628385,1.6085779752721074,0.004625572836309402,15.978318225387108,1.8288189141922002,0.09303325927295972,0.3924656298214359,0.06909977781887912,1.0
3.7732544495094267,14.571094969703317,0.02621301442587813,2.343017798037706,0.044026716572018586,6.868698276398889,0.40156799163345874,1.7048520577035124,1.0556212452399283,0.488402391805914,0.3643728314479463,0.0683994020485215,8.117070770630878,1.576005979514785,0.007784023918059139,15.977809548453875,3.426686317369319,0.09,0.2437573690134946,0.046213014425878135,1.0
2.0798056797730196,10.026559912992594,0.10805685558757247,0.843706373403091,0.022263764108338708,3.929269520244688,0.20764663685447524,0.7438862888248551,1.083886288824855,0.08074847129748876,0.0016149694259497752,0.07768801740148101,0.9729219190212494,1.3161137111751449,0.005654192145041854,43.585437206046365,0.586916157099163,0.05461676858016742,0.16693414864133932,0.03,1.0
1.9630126057422168,17.615963260892514,0.02,1.1918516337631346,0.03567888203400317,7.450271520989298,0.7747252446532094,1.2572610714854093,0.8868288746532702,0.8063010449503888,0.8063010449503888,0.07314389616833664,17.90369895504961,1.4803420965345326,0.004390421297033084,19.77938638247617,1.7358948415856073,0.08808210316828785,0.34438314811867665,0.017945264554474767,1.0
1.5444292515925921,26.82329022400333,0.007281770620120687,0.779169360999792,0.016587234451082785,5.440554582408656,0.6375080829993758,1.9250161659987515,0.2706192464036622,0.13249191700062424,0.0064837105399708685,0.13929147021937158,16.157311621788804,1.8262049261970452,0.0018664511200166467,16.159704580800174,0.5190400330097795,0.06483710539970869,0.10881123980170626,0.017833872199958384,1.0
